Label,Min,Average,90% Line,Max,# Samples,failure,test
TC27_PCG_Internal_Renewal_HO_12_RatingPage_SelectNoofstories,1.652,2.113,2.638,6.631,100,0,TC27_PCG_Internal_Renewal_HO_12_RatingPage_SelectNoofstories
TC28_PCG_Internal_Renewal_PEL_03_Click_CreateQuotefornewCustomer,0.224,0.348,0.47,1.169,99,0,TC28_PCG_Internal_Renewal_PEL_03_Click_CreateQuotefornewCustomer
TC27_PCG_Internal_Renewal_HO_13_RatingPage_SelectpreviousInsurer,1.624,2.039,2.389,6.766,100,0,TC27_PCG_Internal_Renewal_HO_13_RatingPage_SelectpreviousInsurer
TC28_PCG_Internal_Renewal_PEL_04_SelectLegacyRenewal_Click_ProductandSave&Continue,2.773,4.183,5.934,10.751,99,0,TC28_PCG_Internal_Renewal_PEL_04_SelectLegacyRenewal_Click_ProductandSave&Continue
TC27_PCG_Internal_Renewal_HO_14_RatingPage_ClickSave,3.579,4.666,5.962,14.855,100,0,TC27_PCG_Internal_Renewal_HO_14_RatingPage_ClickSave
TC28_PCG_Internal_Renewal_PEL_05_Insuredpage_Select_BrokerCode,0.47,0.659,0.793,1.051,99,0,TC28_PCG_Internal_Renewal_PEL_05_Insuredpage_Select_BrokerCode
TC27_PCG_Internal_Renewal_HO_15_CoveragePage_EstimatedHomeReplacementValue,0.798,1.148,1.364,5.59,100,0,TC27_PCG_Internal_Renewal_HO_15_CoveragePage_EstimatedHomeReplacementValue
TC28_PCG_Internal_Renewal_PEL_06_Insuredpage_SelectLocationinfo,1.843,2.378,2.818,4.289,99,0,TC28_PCG_Internal_Renewal_PEL_06_Insuredpage_SelectLocationinfo
TC27_PCG_Internal_Renewal_HO_19_CoveragePage_Add_ClaimHistory,1.162,1.52,1.837,4.037,100,0,TC27_PCG_Internal_Renewal_HO_19_CoveragePage_Add_ClaimHistory
TC28_PCG_Internal_Renewal_PEL_07_Insuredpage_SelectEffectiveDate,1.682,2.184,2.701,4.621,99,0,TC28_PCG_Internal_Renewal_PEL_07_Insuredpage_SelectEffectiveDate
TC27_PCG_Internal_Renewal_HO_20_CoveragePage_Clicksave&continue,2.592,3.541,4.431,7.909,100,0,TC27_PCG_Internal_Renewal_HO_20_CoveragePage_Clicksave&continue
TC28_PCG_Internal_Renewal_PEL_09_Insuredpage_Save&Continue,13.996,18.422,18.572,245.685,99,0,TC28_PCG_Internal_Renewal_PEL_09_Insuredpage_Save&Continue
TC27_PCG_Internal_Renewal_HO_21_DetailsPage_Clicksave&continue,7.61,9.717,12.145,18.34,100,0,TC27_PCG_Internal_Renewal_HO_21_DetailsPage_Clicksave&continue
TC28_PCG_Internal_Renewal_PEL_10_Ratingpage_Click_Save_Homedetails,0.859,1.049,1.164,2.975,99,0,TC28_PCG_Internal_Renewal_PEL_10_Ratingpage_Click_Save_Homedetails
TC27_PCG_Internal_Renewal_HO_22_QuotePage_ClickProceedtoissuance,2.245,3.164,4.424,11.522,100,0,TC27_PCG_Internal_Renewal_HO_22_QuotePage_ClickProceedtoissuance
TC28_PCG_Internal_Renewal_PEL_11_Ratingpage_Click_AddAnotherVehicle,0.919,1.101,1.192,3.629,99,0,TC28_PCG_Internal_Renewal_PEL_11_Ratingpage_Click_AddAnotherVehicle
TC27_PCG_Internal_Renewal_HO_23_PreissuancePage_Enterdetails_Clicksave,2.477,3.302,4.301,6.305,100,0,TC27_PCG_Internal_Renewal_HO_23_PreissuancePage_Enterdetails_Clicksave
TC28_PCG_Internal_Renewal_PEL_12_Ratingpage_SelectOwnershipType,0.916,1.077,1.25,2.447,99,0,TC28_PCG_Internal_Renewal_PEL_12_Ratingpage_SelectOwnershipType
TC27_PCG_Internal_Renewal_HO_23_InspectionPage_SelectReason,0.661,0.815,0.885,1.969,100,0,TC27_PCG_Internal_Renewal_HO_23_InspectionPage_SelectReason
TC28_PCG_Internal_Renewal_PEL_13_Ratingpage_Click_Save_VehicleDetails,0.953,1.188,1.349,3.328,99,0,TC28_PCG_Internal_Renewal_PEL_13_Ratingpage_Click_Save_VehicleDetails
TC27_PCG_Internal_Renewal_HO_24_InspectionPage_Clicksave,3.252,3.935,4.291,19.021,100,0,TC27_PCG_Internal_Renewal_HO_24_InspectionPage_Clicksave
TC28_PCG_Internal_Renewal_PEL_14_Ratingpage_Click_AddAnotherDriver,1,1.214,1.369,2.245,99,0,TC28_PCG_Internal_Renewal_PEL_14_Ratingpage_Click_AddAnotherDriver
TC27_PCG_Internal_Renewal_HO_25a_SelectBillingType,0.555,0.699,0.804,0.944,100,0,TC27_PCG_Internal_Renewal_HO_25a_SelectBillingType
TC28_PCG_Internal_Renewal_PEL_15_Ratingpage_Enter_Details_for_Driver,0.911,1.165,1.387,3.07,99,0,TC28_PCG_Internal_Renewal_PEL_15_Ratingpage_Enter_Details_for_Driver
TC27_PCG_Internal_Renewal_HO_25b_SelectPaymentPlan,0.236,2.554,0.35,226.485,100,0,TC27_PCG_Internal_Renewal_HO_25b_SelectPaymentPlan
TC28_PCG_Internal_Renewal_PEL_16_Click_Save_DriverDetails,1.015,1.323,1.533,2.284,99,0,TC28_PCG_Internal_Renewal_PEL_16_Click_Save_DriverDetails
TC27_PCG_Internal_Renewal_HO_25c_PaymentPage_Clicksave,1.511,2.06,2.38,2.958,100,0,TC27_PCG_Internal_Renewal_HO_25c_PaymentPage_Clicksave
TC28_PCG_Internal_Renewal_PEL_17_Ratingpage_Click AddAnotherWatercraft,1.027,1.267,1.412,2.507,99,0,TC28_PCG_Internal_Renewal_PEL_17_Ratingpage_Click AddAnotherWatercraft
TC27_PCG_Internal_Renewal_HO_25d_PaymentPage_ClickOk,2.053,2.495,3.035,3.642,100,0,TC27_PCG_Internal_Renewal_HO_25d_PaymentPage_ClickOk
TC28_PCG_Internal_Renewal_PEL_18_Ratingpage_Enter_WatercraftDetals,0.993,1.221,1.41,2.455,99,0,TC28_PCG_Internal_Renewal_PEL_18_Ratingpage_Enter_WatercraftDetals
TC28_PCG_Internal_Renewal_PEL_19_Ratingpage_Click_Save_WatercraftDetails,1.009,1.291,1.587,2.614,99,0,TC28_PCG_Internal_Renewal_PEL_19_Ratingpage_Click_Save_WatercraftDetails
TC28_PCG_Internal_Renewal_PEL_20_Ratingpage_Click_Save&Continue,2.09,4.929,3.354,230.209,99,0,TC28_PCG_Internal_Renewal_PEL_20_Ratingpage_Click_Save&Continue
TC28_PCG_Internal_Renewal_PEL_21_Coveragepage_Click_Single_in_AutoCoverageLimittype,0.674,0.915,1.014,8.248,98,0,TC28_PCG_Internal_Renewal_PEL_21_Coveragepage_Click_Single_in_AutoCoverageLimittype
TC28_PCG_Internal_Renewal_PEL_22_Coveragepage_Click_Save&continue,1.354,1.786,2.247,4.531,98,0,TC28_PCG_Internal_Renewal_PEL_22_Coveragepage_Click_Save&continue
TC28_PCG_Internal_Renewal_PEL_23_Detailspage_Click_Save&Continue,5.096,6.255,7.801,16.81,97,0,TC28_PCG_Internal_Renewal_PEL_23_Detailspage_Click_Save&Continue
TC28_PCG_Internal_Renewal_PEL_24_Quotepage_Click_ProceedtoIssuance,1.754,2.438,3.283,4.218,95,0,TC28_PCG_Internal_Renewal_PEL_24_Quotepage_Click_ProceedtoIssuance
TC28_PCG_Internal_Renewal_PEL_25_Preissuancepage_Select_PCG_for_UnderlyingLiabilityPolicy_HomeDetails,0.665,0.926,1.158,7.234,90,0,TC28_PCG_Internal_Renewal_PEL_25_Preissuancepage_Select_PCG_for_UnderlyingLiabilityPolicy_HomeDetails
TC28_PCG_Internal_Renewal_PEL_26_Preissuancepage_Enter_UnderlyingPolicyNumber_HomeDetails,0.643,3.626,1.085,228.837,82,0,TC28_PCG_Internal_Renewal_PEL_26_Preissuancepage_Enter_UnderlyingPolicyNumber_HomeDetails
TC28_PCG_Internal_Renewal_PEL_27_Preissuancepage_Select_PCG_for_UnderlyingLiabilityPolicy_VehicleDetails,0.626,0.833,1.001,1.848,77,0,TC28_PCG_Internal_Renewal_PEL_27_Preissuancepage_Select_PCG_for_UnderlyingLiabilityPolicy_VehicleDetails
TC28_PCG_Internal_Renewal_PEL_28_Preissuancepage_Select_No_for_VesselBerthed_in_USTerritory,0.659,0.91,1.095,3.003,75,0,TC28_PCG_Internal_Renewal_PEL_28_Preissuancepage_Select_No_for_VesselBerthed_in_USTerritory
TC28_PCG_Internal_Renewal_PEL_29_Preissuancepage_Click_Save&Continue,4.671,5.737,6.431,14.925,75,0,TC28_PCG_Internal_Renewal_PEL_29_Preissuancepage_Click_Save&Continue
TC28_PCG_Internal_Renewal_PEL_30a_SelectBillingType,0.609,0.763,0.87,1.199,75,0,TC28_PCG_Internal_Renewal_PEL_30a_SelectBillingType
TC28_PCG_Internal_Renewal_PEL_30b_SelectPaymentPlan,0.226,0.324,0.413,0.597,75,0,TC28_PCG_Internal_Renewal_PEL_30b_SelectPaymentPlan
TC28_PCG_Internal_Renewal_PEL_30c_Click_Paymentspage_Save&Continue,1.638,2.008,2.339,2.614,75,0,TC28_PCG_Internal_Renewal_PEL_30c_Click_Paymentspage_Save&Continue
TC28_PCG_Internal_Renewal_PEL_30d_Click_Paymentspage_ClickOk,2.15,2.56,2.806,3.192,75,0,TC28_PCG_Internal_Renewal_PEL_30d_Click_Paymentspage_ClickOk
TC27_PCG_Internal_Renewal_HO_26_SubjectivitiesPage_Click_IssuePolicy,5.51,6.639,7.486,11.088,100,0,TC27_PCG_Internal_Renewal_HO_26_SubjectivitiesPage_Click_IssuePolicy
TC28_PCG_Internal_Renewal_PEL_31_Subjectivitiespage_ClickIssuePolicy,5.55,6.503,7.471,11.702,75,0,TC28_PCG_Internal_Renewal_PEL_31_Subjectivitiespage_ClickIssuePolicy
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_LargeBroker,0.782,1.133,1.639,1.639,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_LargeBroker,1.107,1.268,1.435,1.435,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_LargeBroker,0.807,0.988,1.05,1.259,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_LargeBroker,4.194,4.441,4.562,4.562,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_LargeBroker,1.156,1.561,1.682,2.184,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_LargeBroker,1.53,2.016,3.309,3.309,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_LargeBroker,1.82,3.48,4.782,5.891,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_LargeBroker
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_LargeBroker,0.911,1.167,1.58,1.58,4,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_LargeBroker,4.548,5.146,6.436,6.436,4,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_LargeBroker,1.184,1.286,1.379,1.379,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_LargeBroker
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_LargeBroker,1.11,1.221,1.399,1.399,4,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_LargeBroker,4.335,5.059,6.865,6.865,4,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_LargeBroker,3.66,4.88,7.976,7.976,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_LargeBroker
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_LargeBroker,3.402,4.493,5.939,5.939,4,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_LargeBroker,0.905,1.078,1.296,1.296,4,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_LargeBroker,7.364,7.661,7.908,7.908,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_LargeBroker
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_LargeBroker,1.28,1.736,2.947,2.947,4,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_LargeBroker,4.647,5.348,6.792,6.792,4,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_LargeBroker,0.873,0.958,1.053,1.053,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_LargeBroker
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_LargeBroker,2.901,3.616,4.55,4.55,4,0,TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_LargeBroker,0.94,1,1.073,1.073,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_LargeBroker,0.371,0.409,0.455,0.455,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_LargeBroker
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_LargeBroker,1.121,1.175,1.268,1.268,4,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_LargeBroker,0.41,0.455,0.511,0.511,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_LargeBroker,1.941,2.085,2.233,2.233,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_LargeBroker,2.038,2.46,2.759,2.759,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_LargeBroker
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveLargeBroker,1.724,1.825,1.978,1.978,4,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveLargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_LargeBroker,2.982,3.313,3.73,3.73,4,0,TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_LargeBroker,2.586,2.891,3.061,3.061,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_LargeBroker
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_LargeBroker,8.38,9.403,11.91,11.91,4,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_LargeBroker,14.886,16.339,19.343,19.343,4,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_LargeBroker,6.748,10.504,20.773,20.773,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_LargeBroker
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_LargeBroker,0.885,1.006,1.226,1.226,4,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_LargeBroker
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_LargeBroker,2.901,3.333,3.661,3.661,4,0,TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_LargeBroker,2.943,3.34,4.025,4.025,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_LargeBroker
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_LargeBroker,0.381,0.512,0.86,0.86,4,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_LargeBroker
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_LargeBroker,2.003,2.467,2.842,2.842,4,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_LargeBroker
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_LargeBroker,2.915,3.144,3.445,3.445,4,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_LargeBroker
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_LargeBroker,7.846,8.373,9.612,9.612,4,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_LargeBroker
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_LargeBroker,3.077,3.558,4.222,4.222,4,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_LargeBroker
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_S,0.7,1.061,1.463,1.463,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_S
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_S,1.104,1.702,2.288,2.288,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_S
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_S,1.581,1.933,2.132,2.132,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_S
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_M,1.018,1.263,1.545,1.545,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_M
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_S,1.119,1.279,1.374,1.374,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_S
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_M,1.181,1.445,1.895,1.895,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_M
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_L,0.801,1.009,1.127,1.294,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_L
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_S,3.203,4.023,5.245,5.245,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_S
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_M,1.575,1.969,2.367,2.367,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_M
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_L,0.975,1.316,1.483,1.695,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_L
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_M,1.146,1.41,1.895,1.895,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_M
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_L,1.296,1.875,2.344,2.58,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_L
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_S,7.451,7.684,7.867,7.867,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_S
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XXL,0.822,0.999,1.087,1.455,8,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_M,3.203,3.301,3.527,3.527,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_M
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_L,1.157,1.291,1.306,1.538,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_L
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_S,0.836,0.919,0.998,0.998,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_S
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XXL,1.136,1.497,1.886,2.489,8,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XXL
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_S,0.645,0.925,1.116,1.257,6,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_S
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_S,0.352,0.398,0.495,0.495,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_S
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_L,3.161,3.693,3.753,4.737,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_L
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_M,0.917,1.086,1.256,1.256,2,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_M
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_S,1.109,1.508,1.715,1.856,6,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_S
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XXL,2.938,3.86,4.599,5.338,7,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_M,7.373,7.796,8.638,8.638,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_M
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_S,2.074,2.13,2.182,2.182,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_S
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_M,1.254,1.297,1.341,1.341,2,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_M
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_M,0.938,1.293,1.837,1.837,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_M
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XXL,1.135,1.329,1.484,1.576,7,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XXL
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_S,2.807,3.576,4.126,4.886,6,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_S
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_L,7.146,7.232,7.276,7.276,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_L
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_L,0.754,0.849,0.935,0.935,3,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_L
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_S,2.31,2.597,2.808,2.808,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_S
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_M,0.349,0.66,1.429,1.429,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_M
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_M,3.418,4.148,4.878,4.878,2,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_M
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_S,1.196,1.383,1.431,1.61,6,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_S
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_L,0.874,0.979,1.067,1.067,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_L
